品牌,型号,颜色,价格,CPU,内存,电池容量,操作系统,摄影,好评率
联想,联想VIBE P1（双4G）,机身颜色骑士银，伯爵金  ,928,CPU型号高通 骁龙615（MSM8939）,后置摄像头1 16GB ,5000mAh,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：1300万像素前置摄像头1：500万像素传感器类型CMOS闪光灯LED补光灯（双色温）,7.1星
联想,联想S890,机身颜色清新白，极光蓝，碧玺青  ,900,CPU型号联发科 MT6577,1GB 4GB ,2250mAh,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：800万像素前置摄像头1：30万像素传感器类型CMOS闪光灯LED补光灯,6.6星
联想,联想K800,机身颜色黑色  ,1100,CPU型号Intel Atom Z2460,1GB ,1900mAh,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：800万像素前置摄像头1：130万像素闪光灯LED补光灯（双）,6.9星
联想,联想PHAB2 Plus（全网通）,机身颜色金色，灰色，香槟金  ,969,CPU型号联发科 MT8783,3GB 32GB ,4050mAh,操作系统Legion OS,摄像头摄像头总数3像素后置摄像头1：1300万像素后置摄像头2：1300万像素前置摄像头1：800万像素光圈传感器类型CMOS,6.9星
联想,联想乐檬3（移动4G）,机身颜色金色，银色  ,600,CPU型号高通 骁龙616,2GB 16GB ,2750mAh,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：1300万像素前置摄像头1：500万像素传感器类型CMOS闪光灯LED补光灯,8.2星
联想,联想A65,机身颜色黑色  ,440,CPU型号MT6573,256MB 512MB ,1500mAh,操作系统Legion OS,摄像头摄像头总数1像素320万像素传感器类型CMOS,5.5星
联想,联想A398t（移动3G）,机身颜色黑色  ,350,CPU型号sc8825,512MB 4GB ,2000mAh,操作系统Legion OS,摄像头摄像头总数1像素500万像素传感器类型CMOS,6.2星
联想,联想A798t（移动版）,机身颜色黑色  ,600,CPU型号联发科 MT6517,512MB 4GB ,2000mAh,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：500万像素前置摄像头1：30万像素,6.9星
联想,联想K5s（全网通）,机身颜色哥特黑，希腊蓝  ,653,CPU型号联发科 MTK6762,4GB 32GB ,3000mAh,操作系统Legion OS,摄像头摄像头总数4像素后置摄像头1：1300万像素后置摄像头2：500万像素前置摄像头1：1300万像素前置摄像头2：500万像素传感器类型CMOS闪光灯LED补光灯,7.6星
联想,联想Z6 Pro（8GB/128GB/全网通）,机身颜色黑色，蓝色  ,1997,CPU型号高通 骁龙855,8GB 128GB ,屏幕指纹识别（第六代屏 电池容量,操作系统ZUI 11（基于Android P）,摄像头摄像头总数5摄像头名称后置主摄：主摄后置超广角镜头：超广角镜头后置长焦镜头：长焦镜头后置超级视频镜头：超级视频镜头前置主摄：主摄像素后置主摄：4800万像素后置超广角镜头：1600万像素后置长焦镜头：800万像素后置超级视频镜头：200万像素前置主摄：3200万像素光圈后置主摄：后置超广角镜头：后置长焦镜头：后置超级视频镜头：（2.9um）前置主摄：广角125°闪光灯双高显指闪光灯,8.8星
联想,联想A3900（移动4G）,机身颜色黑色，白色  ,360,CPU型号Marvell PXA1920,512MB 4GB ,2300mAh,操作系统Legion OS,摄像头摄像头总数双摄像头（前后）像素后置摄像头1：500万像素万像素前置摄像头1：200万像素万像素闪光灯LED补光灯,4.6星
联想,联想K5 Play（2GB RAM/全网通）,机身颜色金色，蓝色，黑色  ,599,CPU型号高通 骁龙430（MSM8937）,后置摄像头1 16GB ,3000mAh,操作系统Legion OS,摄像头摄像头总数3像素后置摄像头1：1300万像素后置摄像头2：200万像素前置摄像头1：800万像素光圈后置摄像头1：后置摄像头2：前置摄像头1：传感器类型CMOS闪光灯LED补光灯,5.0星
联想,联想S850t（移动3G）,机身颜色白色，蓝色，粉色  ,349,CPU型号联发科 MT6582,1GB 16GB ,2150mAh,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：1300万像素前置摄像头1：500万像素传感器类型CMOS闪光灯LED补光灯,6.7星
联想,联想S720i（升级版）,机身颜色雪白色，粉红色  ,730,CPU型号联发科 MT6577,1GB 4GB ,2000mAh,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：800万像素前置摄像头1：130万像素光圈传感器类型CMOS闪光灯LED补光灯,5.9星
联想,联想A278t（移动版）,机身颜色黑色  ,240,空,256MB 512MB ,1500mAh,操作系统Legion OS,摄像头摄像头总数1像素200万像素传感器类型CMOS,4.4星
联想,联想A760（联通版）,机身颜色黑色  ,600,CPU型号高通 骁龙Snapdragon MSM8225Q,高通 骁龙Snapdragon MS RAM容量 4GB ,2000mAh,操作系统Legion OS,摄像头摄像头总数1像素500万像素,5.5星
联想,联想PB1-770N（全网通）,机身颜色黑色，白色  ,1590,CPU型号高通 骁龙615（MSM8939）,后置摄像头1 32GB ,3500mAh,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：1300万像素前置摄像头1：500万像素传感器类型普通CMOS闪光灯LED补光灯（双色温）,8.7星
联想,联想A366t,机身颜色黑色  ,500,CPU型号联发科 MT6513,512MB ,1300mAh,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：320万像素前置摄像头1：30万像素传感器类型CMOS,6.2星
联想,联想A390t（移动版）,机身颜色黑色，白色，粉色  ,370,CPU型号展讯SC8825,512MB 4GB ,1500mAh,操作系统Legion OS,摄像头摄像头总数1像素500万像素传感器类型CMOS,4.6星
联想,联想i908,机身颜色黑色  ,490,空,,空,操作系统Legion OS,摄像头像素200万像素,9.1星
联想,联想A368T（移动4G）,机身颜色黑色  ,249,空,后置摄像头1 4GB ,2000mAh,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：500万像素前置摄像头1：30万像素传感器类型CMOS闪光灯LED补光灯,4.0星
联想,联想S5 Pro（6GB RAM/全网通）,机身颜色冰魄蓝，纯臻金，晶耀黑  ,989,CPU型号高通 骁龙636,6GB 64GB ,3500mAh,操作系统Legion OS,摄像头摄像头总数4像素后置摄像头1：1200万像素后置摄像头2：2000万像素前置摄像头1：2000万像素前置摄像头2：800万像素光圈后置摄像头1：后置摄像头2：前置摄像头1：后置拍照功能2倍光学变焦，定制美颜，光学变焦，背景虚化，相机扫码，HDR，专业模式，全景拍照，急速连拍（50张），录像中拍照，多种滤镜前置拍照功能红外人脸解锁，医美级美颜，萌颜，录像中拍照闪光灯LED补光灯,7.7星
联想,联想笋尖S90（S90-t/1GB RAM移动4G）,机身颜色宝石银色，晶钻粉色，钛金灰色  ,699,CPU型号高通 骁龙410（MSM8916）,后置摄像头1 16GB ,2300mAh,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：1300万像素前置摄像头1：800万像素光圈闪光灯LED补光灯,6.8星
联想,联想黄金斗士Note8（A936/增强版/联通4G）,机身颜色融雪白色，深邃黑色  ,460,CPU型号联发科 MT6752,2GB 8GB ,3300mAh,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：1300万像素前置摄像头1：500万像素传感器类型CMOS闪光灯LED补光灯,7.1星
联想,联想P50,机身颜色黑色，白色，银色，红色，粉色，绿色，蓝色，灰色，黄色  ,447,空,,900mAh,操作系统Legion OS,摄像头摄像头总数1像素200万像素传感器类型CMOS,7.5星
联想,联想A708t,机身颜色黑色  ,598,1.3GHz,后置摄像头1 8GB ,2000mAh,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：500万像素前置摄像头1：200万像素传感器类型CMOS闪光灯LED补光灯,7.3星
联想,联想黄金斗士S8（A7600-m/移动4G）,机身颜色黑色，白色  ,469,CPU型号联发科 MT6752m,2GB 8GB ,3000mAh,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：1300万像素前置摄像头1：500万像素传感器类型普通CMOS闪光灯LED补光灯（双）,7.4星
联想,联想Z6 Pro（12GB/512GB/全网通）,机身颜色黑色，蓝色  ,3299,CPU型号高通 骁龙855,12GB 4G手机，3G手机，智能手 ROM容量 ,屏幕指纹识别（第六代屏 电池容量,操作系统ZUI 11（基于Android P）,摄像头摄像头总数5摄像头名称后置主摄：主摄后置超广角镜头：超广角镜头后置长焦镜头：长焦镜头后置超级视频镜头：超级视频镜头前置主摄：主摄像素后置主摄：4800万像素后置超广角镜头：1600万像素后置长焦镜头：800万像素后置超级视频镜头：200万像素前置主摄：3200万像素光圈后置主摄：后置超广角镜头：后置长焦镜头：后置超级视频镜头：（2.9um）前置主摄：广角125°闪光灯双高显指闪光灯,8.8星
联想,联想A3800d（移动4G）,机身颜色黑色，白色  ,300,四核,,1700mAh,操作系统Legion OS,摄像头摄像头总数2传感器类型CMOS闪光灯LED补光灯,5.5星
联想,联想S9,,800,空,,空,操作系统Legion OS,摄像头像素200万像素后置视频拍摄有声视频摄录,8.6星
联想,联想S810t,机身颜色黑色，白色  ,400,CPU型号高通 骁龙（MSM8926）,1GB 8GB ,2500mAh,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：800万像素前置摄像头1：160万像素传感器类型CMOS闪光灯LED补光灯,6.9星
联想,联想乐檬K3 Note（天籁版/双4G）,机身颜色典雅黄  ,999,CPU型号联发科 MT6752,2GB 16GB ,3000mAh,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：1300万像素前置摄像头1：500万像素光圈闪光灯LED补光灯（双）其他摄像头参数照片GPS定位,7.3星
联想,联想黄金斗士S8（S898t+/加持版）,机身颜色香槟金色  ,399,CPU型号联发科 MT6592,2GB 16GB ,2000mAh,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：1300万像素前置摄像头1：500万像素光圈传感器类型CMOS闪光灯LED补光灯,8.0星
联想,联想PHAB2 PRO（双4G）,机身颜色金色，灰色  ,3999,CPU型号高通 骁龙652（MSM8976）,后置摄像头1 64GB ,4050mAh,操作系统Legion OS,摄像头摄像头总数4像素后置摄像头1：1600万像素前置摄像头1：800万像素传感器类型CMOS其他摄像头参数机身背部一共有3个摄像头，分别是一个1600万像素的RGB摄像头，一个深度摄像头以及一个动作追踪摄像头,8.8星
联想,联想TD50t,机身颜色白色  ,330,空,,空,操作系统Legion OS,摄像头摄像头总数1像素200万像素传感器类型CMOS,5.7星
联想,联想A380t（移动4G）,机身颜色黑色  ,299,空,后置摄像头1 4GB ,空,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：500万像素前置摄像头1：200万像素传感器类型CMOS,5.5星
联想,联想乐檬K5 Note（移动4G）,机身颜色炫酷银，耀世金  ,710,CPU型号联发科 Helio P10,2GB 16GB ,3500mAh,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：1300万像素前置摄像头1：800万像素光圈传感器类型CMOS闪光灯LED补光灯,7.9星
联想,联想VIBE Z2（移动4G）,机身颜色钛金灰  ,578,CPU型号高通 骁龙410（MSM8916）,后置摄像头1 32GB ,3000mAh,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：1300万像素前置摄像头1：800万像素闪光灯LED补光灯（双）,8.3星
联想,联想P780（联通版）,机身颜色黑色  ,279,CPU型号联发科 MT6589,1GB 4GB ,4000mAh,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：800万像素前置摄像头1：30万像素传感器类型CMOS闪光灯LED补光灯,8.0星
联想,联想S2,机身颜色星夜黑，阿尔卑斯白  ,980,CPU型号高通 骁龙Snapdragon MSM8255,后置摄像头1 ,1500mAh,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：800万像素前置摄像头1：30万像素传感器类型CMOS闪光灯LED补光灯,6.3星
联想,联想K860,机身颜色星夜黑色，玫瑰红色  ,1380,CPU型号三星 Exynos 4412,1GB 8GB ,2250mAh,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：800万像素前置摄像头1：200万像素传感器类型CMOS闪光灯LED补光灯（双）,7.4星
联想,联想A789,机身颜色黑色  ,500,CPU型号联发科 MT6577,512MB 4GB ,2000mAh,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：500万像素前置摄像头1：30万像素传感器类型CMOS,7.3星
联想,联想A5（全网通）,机身颜色螺黛黑，日晞金  ,498,1.5GHz,后置摄像头1 16GB ,4000mAh,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：1300万像素前置摄像头1：800万像素传感器类型CMOS闪光灯LED补光灯,6.5星
联想,联想P770,机身颜色黑色  ,800,CPU型号联发科 MT6577,1GB 4GB ,3500mAh,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：500万像素前置摄像头1：30万像素传感器类型CMOS闪光灯LED补光灯,7.3星
联想,联想K10 Plus（4GB/64GB/全网通）,机身颜色青蓝色，黑色  ,1097,CPU型号高通 骁龙632,4GB 64GB ,4050mAh,操作系统Legion OS,摄像头摄像头总数4摄像头名称后置主摄：主摄后置景深镜头：景深镜头后置超广角镜头：超广角镜头前置主摄：主摄像素后置主摄：1300万像素后置景深镜头：500万像素后置超广角镜头：800万像素前置主摄：1600万像素闪光灯LED补光灯,无评价
联想,联想A710,机身颜色黑色  ,580,空,,900mAh,操作系统Legion OS,摄像头摄像头总数1像素200万像素传感器类型CMOS,4.0星
联想,联想S880i（4GB）,机身颜色星夜黑色，珍珠白色  ,800,CPU型号联发科 MT6577,512MB 4GB ,2250mAh,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：500万像素前置摄像头1：30万像素传感器类型CMOS,5.7星
联想,联想黄金斗士A8（A3860/畅玩高配版/移动4G）,机身颜色白色  ,498,CPU型号联发科 MT6735P,2GB 16GB ,2300mAh,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：800万像素前置摄像头1：200万像素传感器类型CMOS闪光灯LED补光灯,7.0星
联想,联想K8（全网通）,机身颜色白色  ,停产,CPU型号联发科 Helio P20,,4000mAh,操作系统Legion OS,摄像头摄像头总数2像素1300万像素传感器类型CMOS闪光灯LED补光灯,无评价
联想,联想K5（全网通）,机身颜色星辰黑，精灵蓝，太空灰  ,605,CPU型号联发科 MT6750V/CB,3GB 32GB ,3000mAh,操作系统Legion OS,摄像头摄像头总数3像素后置摄像头1：1300万像素后置摄像头2：500万像素前置摄像头1：800万像素光圈后置摄像头1：后置摄像头2：前置摄像头1：后置拍照功能），双镜头特效（后置），画中画（前、后摄图片同框）传感器类型CMOS闪光灯LED补光灯,6.0星
联想,联想黄金斗士A8（A806/联通4G）,机身颜色深邃黑色，香槟金色  ,500,CPU型号联发科 MT6592,2GB 16GB ,2500mAh,操作系统Legion OS,摄像头摄像头总数2像素后置摄像头1：1300万像素前置摄像头1：500万像素光圈传感器类型CMOS闪光灯LED补光灯（双）,8.1星
